angle,velocity,label
85.96942173,33.20552989,1
85.96942173,34.2272373,1
85.96942173,32.94687685,1
85.96942173,35.85203746,1
85.96942173,33.13311529,1
85.96942173,34.46748063,1
-83.24928848,35.2576433,1
-83.24928848,34.77303057,1
-83.24928848,35.90847586,1
-83.24928848,33.33946682,1
-83.24928848,33.10373277,1
-83.24928848,32.73819474,1
-83.24928848,33.58722419,1
-83.24928848,34.59530766,1
-83.24928848,34.12087867,1
-83.24928848,34.91850621,1
-83.24928848,34.39339473,1
-83.24928848,35.48316384,1
-83.24928848,35.7277281,1
-83.24928848,33.95709728,1
-83.24928848,35.13019796,1
-83.24928848,33.71570206,1
-83.24928848,32.84096038,1
51.58441254,35.95682824,1
51.58441254,35.27498193,1
51.58441254,34.66786879,1
51.58441254,35.67816139,1
51.58441254,35.56826686,1
51.58441254,33.45526955,1
51.58441254,34.32678801,1
51.58441254,34.49972982,1
51.58441254,33.80640525,1
51.58441254,35.17153861,1
51.58441254,34.16950811,1
51.58441254,33.3136211,1
51.58441254,33.66648199,1
51.58441254,34.82827977,1
60.43606475,33.95177199,1
60.43606475,34.63057399,1
60.43606475,34.07863716,1
60.43606475,33.1550613,1
60.43606475,34.21162212,1
60.43606475,32.93583252,1
60.43606475,35.93598274,1
60.43606475,35.49416325,1
60.43606475,33.47186494,1
60.43606475,35.19031005,1
60.43606475,35.34962157,1
60.43606475,33.34995589,1
60.43606475,34.83010463,1
60.43606475,34.44966563,1
60.43606475,35.60509701,1
60.43606475,33.67125522,1
23.96531894,35.88386079,1
23.96531894,35.73514119,1
23.96531894,35.33216695,1
23.96531894,35.49616987,1
-31.52603938,34.54217332,1
-31.52603938,35.26152133,1
-31.52603938,35.87537836,1
-31.52603938,35.08955955,1
-31.52603938,35.68649807,1
-31.52603938,34.64709269,1
-31.52603938,35.58800335,1
-31.52603938,34.82239443,1
-36.90364236,35.3243614,1
-36.90364236,35.14098086,1
-36.90364236,34.64232728,1
-36.90364236,34.24253602,1
-36.90364236,33.86170135,1
-36.90364236,35.45427851,1
-36.90364236,34.46963545,1
-36.90364236,34.03114271,1
-36.90364236,35.84989074,1
-36.90364236,34.89233812,1
-36.90364236,35.63097664,1
16.72376096,35.31548615,1
16.72376096,35.77726765,1
16.72376096,35.87502645,1
16.72376096,35.54091153,1
-89.36922287,32.69990859,1
-89.36922287,33.63530626,1
-89.36922287,34.8526414,1
-89.36922287,33.16829552,1
-89.36922287,35.69216155,1
-89.36922287,34.2977924,1
-89.36922287,33.88098843,1
-89.36922287,33.26862021,1
-89.36922287,35.96230487,1
-89.36922287,35.10677916,1
-89.36922287,34.57533208,1
-89.36922287,34.73957048,1
-89.36922287,35.57198869,1
-89.36922287,33.52834161,1
-89.36922287,35.21091975,1
-89.36922287,34.11304739,1
-89.36922287,32.89265011,1
-7.628615782,34.31531991,1
-7.628615782,34.87849873,1
-7.628615782,35.8497452,1
-7.628615782,33.47227482,1
-7.628615782,35.06943388,1
-7.628615782,34.63716829,1
-7.628615782,34.08285773,1
-7.628615782,35.23659715,1
-7.628615782,33.1397364,1
-7.628615782,35.70814632,1
-7.628615782,33.88022864,1
-7.628615782,35.47198674,1
-7.628615782,33.2576737,1
-7.628615782,33.74890928,1
-7.628615782,34.54634066,1
-18.81736314,35.34845492,1
-18.81736314,34.94655435,1
-18.81736314,35.75290918,1
-18.81736314,34.68085369,1
-18.81736314,35.84244882,1
-18.81736314,35.18951203,1
-18.81736314,35.57032455,1
-67.05230865,34.07562686,1
-67.05230865,35.70740583,1
-67.05230865,34.3309288,1
-67.05230865,33.38852293,1
-67.05230865,34.49314924,1
-67.05230865,33.121576,1
-67.05230865,35.15046858,1
-67.05230865,32.78892105,1
-67.05230865,32.94746211,1
-67.05230865,34.84812064,1
-67.05230865,35.40029839,1
-67.05230865,33.78405249,1
-67.05230865,34.64421318,1
-67.05230865,35.27227638,1
-67.05230865,33.86785316,1
-67.05230865,33.53773645,1
-67.05230865,35.88488269,1
-26.86437628,35.14670272,1
-26.86437628,35.47836859,1
-26.86437628,35.71837216,1
-26.86437628,35.24767451,1
-26.86437628,35.9072814,1
-26.86437628,34.95029117,1
-26.86437628,34.72884264,1
29.30471661,34.84005215,1
29.30471661,35.24411977,1
29.30471661,35.08284025,1
29.30471661,35.54684476,1
29.30471661,34.7331641,1
29.30471661,35.78245053,1
29.30471661,35.97980543,1
-68.41490343,34.05223795,1
-68.41490343,32.81074396,1
-68.41490343,35.69678499,1
-68.41490343,33.71478111,1
-68.41490343,35.83252558,1
-68.41490343,33.11981412,1
-68.41490343,33.83754662,1
-68.41490343,34.26885263,1
-68.41490343,35.50882577,1
-68.41490343,35.26228657,1
-68.41490343,34.41173435,1
-68.41490343,35.05155973,1
-68.41490343,33.50312235,1
-68.41490343,34.84407235,1
-68.41490343,33.20868135,1
-68.41490343,34.70370456,1
80.28528422,34.28743335,1
80.28528422,35.49027953,1
80.28528422,33.41785534,1
80.28528422,34.11529328,1
80.28528422,34.49352112,1
80.28528422,34.64594371,1
80.28528422,35.39301677,1
80.28528422,32.84502912,1
80.28528422,35.14147602,1
80.28528422,35.82239725,1
80.28528422,33.79451052,1
80.28528422,33.25700607,1
80.28528422,32.6706566,1
80.28528422,33.06924868,1
80.28528422,33.96378673,1
80.28528422,34.83094069,1
80.28528422,35.75823075,1
-63.95491862,34.68558678,1
-63.95491862,34.26804196,1
-63.95491862,32.89592287,1
-63.95491862,34.90786257,1
-63.95491862,35.6876869,1
-63.95491862,35.24273739,1
-63.95491862,33.69029631,1
-63.95491862,35.93850516,1
-63.95491862,35.072897,1
-63.95491862,33.14172378,1
-63.95491862,33.92460521,1
-63.95491862,35.41300282,1
-63.95491862,34.17042386,1
-63.95491862,33.37086097,1
-63.95491862,34.41431472,1
-63.95491862,33.59844454,1
-80.48781016,34.72217579,1
-80.48781016,35.1309962,1
-80.48781016,34.98126027,1
-80.48781016,34.23375508,1
-80.48781016,32.89490276,1
-80.48781016,35.88009046,1
-80.48781016,35.26769254,1
-80.48781016,33.9324899,1
-80.48781016,33.12256518,1
-80.48781016,32.72921249,1
-80.48781016,33.22208909,1
-80.48781016,34.49709884,1
-80.48781016,34.10241308,1
-80.48781016,35.71476857,1
-80.48781016,33.4750163,1
-80.48781016,35.45647067,1
-80.48781016,33.78010411,1
3.722129543,32.64348189,1
3.722129543,33.94909183,1
3.722129543,34.32586107,1
3.722129543,35.53795531,1
3.722129543,34.4281735,1
3.722129543,35.08010681,1
3.722129543,34.73091469,1
3.722129543,32.95812607,1
3.722129543,33.11311819,1
3.722129543,35.21837756,1
3.722129543,33.24836601,1
3.722129543,35.85230054,1
3.722129543,33.4985823,1
3.722129543,34.879743,1
3.722129543,33.66686336,1
3.722129543,35.74812717,1
3.722129543,34.16559954,1
-46.64933918,35.53294996,1
-46.64933918,35.77859986,1
-46.64933918,33.62438558,1
-46.64933918,35.11332867,1
-46.64933918,34.91280492,1
-46.64933918,35.34714615,1
-46.64933918,34.14847494,1
-46.64933918,35.92368129,1
-46.64933918,33.4570211,1
-46.64933918,34.44570973,1
-46.64933918,34.2368526,1
-46.64933918,34.70000335,1
-46.64933918,33.96979412,1
-82.38450141,35.26877436,1
-82.38450141,33.51153193,1
-82.38450141,34.28421853,1
-82.38450141,33.95573006,1
-82.38450141,34.7524177,1
-82.38450141,35.05028735,1
-82.38450141,34.08472632,1
-82.38450141,33.67089188,1
-82.38450141,35.9766775,1
-82.38450141,35.40157218,1
-82.38450141,32.9212056,1
-82.38450141,33.12945121,1
-82.38450141,34.48142823,1
-82.38450141,34.94361935,1
-82.38450141,33.23853082,1
-82.38450141,32.77905597,1
-82.38450141,35.68733418,1
25.83397166,35.17936916,1
25.83397166,35.35437678,1
25.83397166,35.54468556,1
25.83397166,35.68896846,1
25.83397166,35.94199142,1
-4.315125722,34.9168567,1
-4.315125722,35.35782362,1
-4.315125722,32.70158598,1
-4.315125722,34.49865843,1
-4.315125722,33.71999516,1
-4.315125722,33.56510042,1
-4.315125722,34.30617726,1
-4.315125722,35.74578047,1
-4.315125722,34.07815194,1
-4.315125722,32.86811279,1
-4.315125722,33.00022683,1
-4.315125722,35.08660433,1
-4.315125722,34.67426497,1
-4.315125722,33.21351482,1
-4.315125722,35.90931224,1
-4.315125722,35.5377869,1
-4.315125722,33.86025595,1
71.99912117,35.78313246,1
71.99912117,35.56531481,1
71.99912117,33.46682125,1
71.99912117,35.27275329,1
71.99912117,34.31847067,1
71.99912117,32.75423625,1
71.99912117,33.09487878,1
71.99912117,35.10850804,1
71.99912117,34.04475819,1
71.99912117,33.79558314,1
71.99912117,33.91467078,1
71.99912117,34.74009886,1
71.99912117,34.92449549,1
71.99912117,35.89487077,1
71.99912117,32.93110952,1
71.99912117,34.50694791,1
71.99912117,33.26727874,1
62.75142593,35.98234797,1
62.75142593,34.68956481,1
62.75142593,33.84510302,1
62.75142593,32.8472055,1
62.75142593,35.61251193,1
62.75142593,33.67026546,1
62.75142593,34.43467206,1
62.75142593,33.30470181,1
62.75142593,33.59442849,1
62.75142593,34.30360379,1
62.75142593,35.29772999,1
62.75142593,35.05805069,1
62.75142593,33.11278848,1
62.75142593,35.40762511,1
62.75142593,34.86762626,1
62.75142593,34.19605542,1
15.89089616,35.1104167,1
15.89089616,35.3412768,1
15.89089616,35.63018652,1
15.89089616,35.9253348,1
15.89089616,35.47385426,1
12.05067614,35.69776533,1
12.05067614,34.3374027,1
12.05067614,35.25787238,1
12.05067614,34.44982507,1
12.05067614,34.85511145,1
12.05067614,35.5148898,1
12.05067614,35.93911918,1
12.05067614,35.0880337,1
12.05067614,34.72959972,1
-52.39951236,35.7569059,1
-52.39951236,34.00102765,1
-52.39951236,35.53873766,1
-52.39951236,34.61279033,1
-52.39951236,35.21913784,1
-52.39951236,34.2944605,1
-52.39951236,33.81933183,1
-52.39951236,33.26325374,1
-52.39951236,35.11399793,1
-52.39951236,33.50422369,1
-52.39951236,33.15859004,1
-52.39951236,34.44825989,1
-52.39951236,35.85751189,1
-52.39951236,34.990609,1
-52.39951236,33.61572772,1
-50.51981233,33.14953157,1
-50.51981233,35.49668932,1
-50.51981233,35.81834901,1
-50.51981233,33.26878061,1
-50.51981233,33.67140045,1
-50.51981233,33.86489847,1
-50.51981233,34.49497959,1
-50.51981233,34.90849202,1
-50.51981233,33.50443455,1
-50.51981233,34.02785461,1
-50.51981233,34.63233806,1
-50.51981233,35.1388365,1
-50.51981233,35.30632598,1
-50.51981233,34.23529337,1
-50.51981233,35.61547199,1
56.47395299,34.97708832,1
56.47395299,35.65609165,1
56.47395299,34.5595035,1
56.47395299,33.77287389,1
56.47395299,33.10156827,1
56.47395299,34.25700171,1
56.47395299,35.04239173,1
56.47395299,34.67712548,1
56.47395299,35.46107559,1
56.47395299,33.58241094,1
56.47395299,35.36757035,1
56.47395299,33.97918624,1
56.47395299,34.16276025,1
56.47395299,33.30049918,1
56.47395299,32.94649435,1
56.47395299,35.90078427,1
-71.74770974,34.6698397,1
-71.74770974,35.47522967,1
-71.74770974,34.57876131,1
-71.74770974,33.73621626,1
-71.74770974,35.81669179,1
-71.74770974,35.35129279,1
-71.74770974,33.92372962,1
-71.74770974,34.92794415,1
-71.74770974,33.0708465,1
-71.74770974,32.91231169,1
-71.74770974,33.22391377,1
-71.74770974,34.19249446,1
-71.74770974,35.73526217,1
-71.74770974,34.26835239,1
-71.74770974,33.40892552,1
-71.74770974,35.01904135,1
58.07799891,34.01356094,1
58.07799891,34.30130528,1
58.07799891,34.60532456,1
58.07799891,35.12151379,1
58.07799891,34.95319148,1
58.07799891,34.49265701,1
58.07799891,33.80802729,1
58.07799891,33.62029286,1
58.07799891,35.83417919,1
58.07799891,35.29748737,1
58.07799891,33.16464307,1
58.07799891,35.43638299,1
58.07799891,35.73815728,1
58.07799891,33.46953583,1
58.07799891,32.97378881,1
58.07799891,33.3017708,1
67.39028315,34.85218471,1
67.39028315,33.36401621,1
67.39028315,35.91125313,1
67.39028315,32.78040019,1
67.39028315,34.68888162,1
67.39028315,34.35892429,1
67.39028315,35.20414573,1
67.39028315,35.65493532,1
67.39028315,33.74159139,1
67.39028315,35.08487731,1
67.39028315,33.96215737,1
67.39028315,33.1540063,1
67.39028315,34.04986862,1
67.39028315,35.55330689,1
67.39028315,32.89435515,1
67.39028315,33.54632078,1
67.39028315,34.57386201,1
-28.2105668,35.4497035,1
-28.2105668,34.54875107,1
-28.2105668,35.61039295,1
-28.2105668,34.84050773,1
-28.2105668,35.13047914,1
-28.2105668,35.20621757,1
-28.2105668,35.84235633,1
-28.2105668,34.72154641,1
-73.2160948,35.49761523,1
-73.2160948,33.94918629,1
-73.2160948,34.17479809,1
-73.2160948,35.26260962,1
-73.2160948,34.55887145,1
-73.2160948,33.50052001,1
-73.2160948,34.86040113,1
-73.2160948,35.0088231,1
-73.2160948,35.94192116,1
-73.2160948,33.06499311,1
-73.2160948,34.66912523,1
-73.2160948,35.63802376,1
-73.2160948,33.27021818,1
