theta,flutter speed
-86.34,32.61500811
-86.33,32.6150255
-86.32,32.61505835
-86.31,32.61507584
-86.3,32.61510878
-86.29,32.61512636
-86.28,32.6151594
-86.27,32.61517708
-86.26,32.61521021
-86.25,32.61522799
-86.24,32.61524582
-86.23,32.61527909
-86.22,32.61529701
-86.21,32.61533038
-86.2,32.6153484
-86.19,32.61538187
-86.18,32.61539999
-86.17,32.61543355
-86.16,32.61545176
-86.15,32.61548542
-86.14,32.61550373
-86.13,32.61553748
-86.12,32.61555589
-86.11,32.61557434
-86.1,32.61560824
-86.09,32.61562678
-86.08,32.61566078
-86.07,32.61567942
-86.06,32.61571352
-86.05,32.61573226
-86.04,32.61576644
-86.03,32.61578528
-86.02,32.61581957
-86.01,32.6158385
-86,32.61587288
-85.99,32.61589191
-85.98,32.61591098
-85.97,32.61594551
-85.96,32.61596468
-85.95,32.61599931
-85.94,32.61601857
-85.93,32.61605329
-85.92,32.61607266
-85.91,32.61610747
-85.9,32.61612694
-85.89,32.61616185
-85.88,32.61618141
-85.87,32.61621641
-85.86,32.61623607
-85.85,32.61625577
-85.84,32.61629092
-85.83,32.61631072
-85.82,32.61634597
-85.81,32.61636587
-85.8,32.61640121
-85.79,32.6164212
-85.78,32.61645665
-85.77,32.61647673
-85.76,32.61651227
-85.75,32.61653246
-85.74,32.61656809
-85.73,32.61658837
-85.72,32.61660871
-85.71,32.61664448
-85.7,32.61666491
-85.69,32.61670079
-85.68,32.61672131
-85.67,32.61675728
-85.66,32.6167779
-85.65,32.61681397
-85.64,32.61683469
-85.63,32.61687085
-85.62,32.61689167
-85.61,32.61692793
-85.6,32.61694884
-85.59,32.6169852
-85.58,32.61700621
-85.57,32.61702726
-85.56,32.61706377
-85.55,32.61708492
-85.54,32.61712152
-85.53,32.61714277
-85.52,32.61717946
-85.51,32.61720081
-85.5,32.6172376
-85.49,32.61725905
-85.48,32.61729594
-85.47,32.61731748
-85.46,32.61735446
-85.45,32.6173761
-85.44,32.61741318
-85.43,32.61743492
-85.42,32.6174567
-85.41,32.61749393
-85.4,32.6175158
-85.39,32.61755313
-85.38,32.61757511
-85.37,32.61761253
-85.36,32.6176346
-85.35,32.61767212
-85.34,32.61769429
-85.33,32.61773191
-85.32,32.61775418
-85.31,32.61779189
-85.3,32.61781425
-85.29,32.61785206
-85.28,32.61787452
-85.27,32.61789703
-85.26,32.61793499
-85.25,32.61795759
-85.24,32.61799565
-85.23,32.61801835
-85.22,32.6180565
-85.21,32.6180793
-85.2,32.61811755
-85.19,32.61814045
-85.18,32.61817879
-85.17,32.61820179
-85.16,32.61824023
-85.15,32.61826332
-85.14,32.61830186
-85.13,32.61832505
-85.12,32.61834828
-85.11,32.61838697
-85.1,32.6184103
-85.09,32.61844909
-85.08,32.61847252
-85.07,32.6185114
-85.06,32.61853492
-85.05,32.6185739
-85.04,32.61859753
-85.03,32.6186366
-85.02,32.61866032
-85.01,32.6186995
-85,32.61872332
-84.99,32.61876259
-84.98,32.6187865
-84.97,32.61882587
-84.96,32.61884989
-84.95,32.61887395
-84.94,32.61891346
-84.93,32.61893762
-84.92,32.61897723
-84.91,32.61900149
-84.9,32.6190412
-84.89,32.61906556
-84.88,32.61910536
-84.87,32.61912981
-84.86,32.61916972
-84.85,32.61919427
-84.84,32.61923427
-84.83,32.61925892
-84.82,32.61929901
-84.81,32.61932376
-84.8,32.61936396
-84.79,32.6193888
-84.78,32.61941369
-84.77,32.61945403
-84.76,32.61947902
-84.75,32.61951946
-84.74,32.61954455
-84.73,32.61958509
-84.72,32.61961027
-84.71,32.61965091
-84.7,32.61967619
-84.69,32.61971692
-84.68,32.6197423
-84.67,32.61978313
-84.66,32.61980861
-84.65,32.61984954
-84.64,32.61987512
-84.63,32.61991614
-84.62,32.61994182
-84.61,32.61996754
-84.6,32.62000871
-84.59,32.62003453
-84.58,32.6200758
-84.57,32.62010172
-84.56,32.62014309
-84.55,32.62016911
-84.54,32.62021057
-84.53,32.62023669
-84.52,32.62027825
-84.51,32.62030446
-84.5,32.62034613
-84.49,32.62037244
-84.48,32.6204142
-84.47,32.6204406
-84.46,32.62048246
-84.45,32.62050897
-84.44,32.62055093
-84.43,32.62057753
-84.42,32.62060418
-84.41,32.62064629
-84.4,32.62067304
-84.39,32.62071524
-84.38,32.62074209
-84.37,32.62078439
-84.36,32.62081133
-84.35,32.62085373
-84.34,32.62088078
-84.33,32.62092327
-84.32,32.62095042
-84.31,32.62099301
-84.3,32.62102025
-84.29,32.62106295
-84.28,32.62109029
-84.27,32.62113308
-84.26,32.62116052
-84.25,32.62120341
-84.24,32.62123094
-84.23,32.62125853
-84.22,32.62130157
-84.21,32.62132925
-84.2,32.62137238
-84.19,32.62140017
-84.18,32.6214434
-84.17,32.62147128
-84.16,32.62151461
-84.15,32.62154259
-84.14,32.62158602
-84.13,32.6216141
-84.12,32.62165763
-84.11,32.62168581
-84.1,32.62172943
-84.09,32.62175771
-84.08,32.62180143
-84.07,32.62182981
-84.06,32.62187363
-84.05,32.6219021
-84.04,32.62193062
-84.03,32.6219746
-84.02,32.62200322
-84.01,32.62204729
-84,32.62207601
-83.99,32.62212018
-83.98,32.62214899
-83.97,32.62219326
-83.96,32.62222218
-83.95,32.62226654
-83.94,32.62229556
-83.93,32.62234002
-83.92,32.62236914
-83.91,32.6224137
-83.9,32.62244291
-83.89,32.62248758
-83.88,32.62251689
-83.87,32.62256165
-83.86,32.62259106
-83.85,32.62263592
-83.84,32.62266543
-83.83,32.62269499
-83.82,32.62274
-83.81,32.62276965
-83.8,32.62281476
-83.79,32.62284452
-83.78,32.62288973
-83.77,32.62291958
-83.76,32.62296489
-83.75,32.62299484
-83.74,32.62304025
-83.73,32.6230703
-83.72,32.6231158
-83.71,32.62314595
-83.7,32.62319156
-83.69,32.62322181
-83.68,32.62326751
-83.67,32.62329786
-83.66,32.62334366
-83.65,32.62337411
-83.64,32.62342001
-83.63,32.62345056
-83.62,32.62348116
-83.61,32.62352721
-83.6,32.62355791
-83.59,32.62360406
-83.58,32.62363485
-83.57,32.6236811
-83.56,32.623712
-83.55,32.62375834
-83.54,32.62378934
-83.53,32.62383579
-83.52,32.62386688
-83.51,32.62391343
-83.5,32.62394462
-83.49,32.62399127
-83.48,32.62402256
-83.47,32.6240693
-83.46,32.6241007
-83.45,32.62414754
-83.44,32.62417903
-83.43,32.62422598
-83.42,32.62425757
-83.41,32.62430461
-83.4,32.6243363
-83.39,32.62436804
-83.38,32.62441524
-83.37,32.62444708
-83.36,32.62449437
-83.35,32.62452631
-83.34,32.6245737
-83.33,32.62460574
-83.32,32.62465324
-83.31,32.62468537
-83.3,32.62473297
-83.29,32.62476521
-83.28,32.6248129
-83.27,32.62484524
-83.26,32.62489303
-83.25,32.62492547
-83.24,32.62497336
-83.23,32.6250059
-83.22,32.62505389
-83.21,32.62508652
-83.2,32.62513462
-83.19,32.62516735
-83.18,32.62521555
-83.17,32.62524838
-83.16,32.62528127
-83.15,32.62532961
-83.14,32.6253626
-83.13,32.62541104
-83.12,32.62544413
-83.11,32.62549267
-83.1,32.62552586
-83.09,32.6255745
-83.08,32.62560778
-83.07,32.62565653
-83.06,32.62568991
-83.05,32.62573875
-83.04,32.62577224
-83.03,32.62582118
-83.02,32.62585477
-83.01,32.62590381
-83,32.6259375
-82.99,32.62598664
-82.98,32.62602043
-82.97,32.62606967
-82.96,32.62610356
-82.95,32.62615291
-82.94,32.62618689
-82.93,32.62623634
-82.92,32.62627043
-82.91,32.62631997
-82.9,32.62635416
-82.89,32.6263884
-82.88,32.62643809
-82.87,32.62647243
-82.86,32.62652223
-82.85,32.62655667
-82.84,32.62660656
-82.83,32.6266411
-82.82,32.6266911
-82.81,32.62672574
-82.8,32.62677584
-82.79,32.62681058
-82.78,32.62686077
-82.77,32.62689562
-82.76,32.62694591
-82.75,32.62698086
-82.74,32.62703125
-82.73,32.6270663
-82.72,32.6271168
-82.71,32.62715194
-82.7,32.62720254
-82.69,32.62723779
-82.68,32.62728849
-82.67,32.62732383
-82.66,32.62737463
-82.65,32.62741008
-82.64,32.62746098
-82.63,32.62749653
-82.62,32.62753213
-82.61,32.62758318
-82.6,32.62761888
-82.59,32.62767003
-82.58,32.62770583
-82.57,32.62775709
-82.56,32.62779299
-82.55,32.62784434
-82.54,32.62788034
-82.53,32.6279318
-82.52,32.6279679
-82.51,32.62801946
-82.5,32.62805567
-82.49,32.62810732
-82.48,32.62814363
-82.47,32.62819539
-82.46,32.6282318
-82.45,32.62828366
-82.44,32.62832016
-82.43,32.62837213
-82.42,32.62840873
-82.41,32.6284608
-82.4,32.62849751
-82.39,32.62854967
-82.38,32.62858648
-82.37,32.62863875
-82.36,32.62867566
-82.35,32.62872803
-82.34,32.62876504
-82.33,32.62880211
-82.32,32.62885463
-82.31,32.62889179
-82.3,32.62894442
-82.29,32.62898168
-82.28,32.62903441
-82.27,32.62907177
-82.26,32.6291246
-82.25,32.62916207
-82.24,32.62921499
-82.23,32.62925257
-82.22,32.62930559
-82.21,32.62934327
-82.2,32.6293964
-82.19,32.62943417
-82.18,32.6294874
-82.17,32.62952528
-82.16,32.62957861
-82.15,32.62961659
-82.14,32.62967002
-82.13,32.6297081
-82.12,32.62976164
-82.11,32.62979982
-82.1,32.62985346
-82.09,32.62989174
-82.08,32.62994548
-82.07,32.62998387
-82.06,32.63003771
-82.05,32.6300762
-82.04,32.63013014
-82.03,32.63016873
-82.02,32.63020737
-82.01,32.63026147
-82,32.63030021
-81.99,32.63035441
-81.98,32.63039325
-81.97,32.63044755
-81.96,32.6304865
-81.95,32.6305409
-81.94,32.63057995
-81.93,32.63063445
-81.92,32.6306736
-81.91,32.63072821
-81.9,32.63076746
-81.89,32.63082217
-81.88,32.63086153
-81.87,32.63091634
-81.86,32.6309558
-81.85,32.63101071
-81.84,32.63105027
-81.83,32.63110529
-81.82,32.63114495
-81.81,32.63120007
-81.8,32.63123983
-81.79,32.63129506
-81.78,32.63133492
-81.77,32.63139025
-81.76,32.63143021
-81.75,32.63148564
-81.74,32.63152571
-81.73,32.63158124
-81.72,32.63162142
-81.71,32.63167705
-81.7,32.63171732
-81.69,32.63177306
-81.68,32.63181344
-81.67,32.63185387
-81.66,32.63190976
-81.65,32.63195029
-81.64,32.63200628
-81.63,32.63204692
-81.62,32.63210301
-81.61,32.63214375
-81.6,32.63219995
-81.59,32.63224079
-81.58,32.63229709
-81.57,32.63233803
-81.56,32.63239444
-81.55,32.63243548
-81.54,32.63249199
-81.53,32.63253314
-81.52,32.63258975
-81.51,32.632631
-81.5,32.63268771
-81.49,32.63272907
-81.48,32.63278588
-81.47,32.63282734
-81.46,32.63288426
-81.45,32.63292582
-81.44,32.63298284
-81.43,32.63302451
-81.42,32.63308163
-81.41,32.6331234
-81.4,32.63318063
-81.39,32.6332225
-81.38,32.63327983
-81.37,32.63332181
-81.36,32.63337924
-81.35,32.63342132
-81.34,32.63347886
-81.33,32.63352104
-81.32,32.63357868
-81.31,32.63362096
-81.3,32.63367871
-81.29,32.6337211
-81.28,32.63376354
-81.27,32.63382144
-81.26,32.63386398
-81.25,32.63392198
-81.24,32.63396463
-81.23,32.63402274
-81.22,32.63406549
-81.21,32.6341237
-81.2,32.63416655
-81.19,32.63422487
-81.18,32.63426783
-81.17,32.63432625
-81.16,32.63436931
-81.15,32.63442783
-81.14,32.63447099
-81.13,32.63452962
-81.12,32.63457289
-81.11,32.63463162
-81.1,32.63467499
-81.09,32.63473383
-81.08,32.6347773
-81.07,32.63483624
-81.06,32.63487982
-81.05,32.63493886
-81.04,32.63498255
-81.03,32.63504169
-81.02,32.63508548
-81.01,32.63514473
-81,32.63518863
-80.99,32.63524798
-80.98,32.63529198
-80.97,32.63535143
-80.96,32.63539554
-80.95,32.6354551
-80.94,32.6354993
-80.93,32.63555897
-80.92,32.63560328
-80.91,32.63566305
-80.9,32.63570746
-80.89,32.63576734
-80.88,32.63581186
-80.87,32.63585643
-80.86,32.63591646
-80.85,32.63596114
-80.84,32.63602127
-80.83,32.63606605
-80.82,32.63612629
-80.81,32.63617118
-80.8,32.63623152
-80.79,32.63627651
-80.78,32.63633696
-80.77,32.63638205
-80.76,32.63644261
-80.75,32.6364878
-80.74,32.63654846
-80.73,32.63659377
-80.72,32.63665453
-80.71,32.63669994
-80.7,32.63676081
-80.69,32.63680632
-80.68,32.63686729
-80.67,32.63691291
-80.66,32.63697399
-80.65,32.63701971
-80.64,32.63708089
-80.63,32.63712672
-80.62,32.63718801
-80.61,32.63723394
-80.6,32.63729533
-80.59,32.63734137
-80.58,32.63740287
-80.57,32.63744901
-80.56,32.63751061
-80.55,32.63755686
-80.54,32.63761857
-80.53,32.63766492
-80.52,32.63772673
-80.51,32.63777319
-80.5,32.63783511
-80.49,32.63788167
-80.48,32.63794369
-80.47,32.63799036
-80.46,32.63805249
-80.45,32.63809926
-80.44,32.6381615
-80.43,32.63820838
-80.42,32.63827072
-80.41,32.6383177
-80.4,32.63836474
-80.39,32.63842724
-80.38,32.63847438
-80.37,32.63853698
-80.36,32.63858423
-80.35,32.63864694
-80.34,32.63869429
-80.33,32.63875711
-80.32,32.63880457
-80.31,32.63886749
-80.3,32.63891505
-80.29,32.63897808
-80.28,32.63902575
-80.27,32.63908888
-80.26,32.63913666
-80.25,32.6391999
-80.24,32.63924778
-80.23,32.63931112
-80.22,32.63935911
-80.21,32.63942256
-80.2,32.63947066
-80.19,32.63953421
-80.18,32.63958241
-80.17,32.63964607
-80.16,32.63969438
-80.15,32.63975815
-80.14,32.63980656
-80.13,32.63987044
-80.12,32.63991895
-80.11,32.63998293
-80.1,32.64003156
-80.09,32.64009564
-80.08,32.64014438
-80.07,32.64020857
-80.06,32.64025741
-80.05,32.6403217
-80.04,32.64037065
-80.03,32.64043505
-80.02,32.6404841
-80.01,32.64054862
-80,32.64059777
-79.99,32.64066239
-79.98,32.64071165
-79.97,32.64077638
-79.96,32.64082575
-79.95,32.64089058
-79.94,32.64094005
-79.93,32.64100499
-79.92,32.64105457
-79.91,32.64111962
-79.9,32.64116931
-79.89,32.64123446
-79.88,32.64128426
-79.87,32.6413341
-79.86,32.64139942
-79.85,32.64144937
-79.84,32.64151479
-79.83,32.64156485
-79.82,32.64163038
-79.81,32.64168055
-79.8,32.64174618
-79.79,32.64179646
-79.78,32.6418622
-79.77,32.64191258
-79.76,32.64197843
-79.75,32.64202892
-79.74,32.64209487
-79.73,32.64214547
-79.72,32.64221153
-79.71,32.64226224
-79.7,32.64232841
-79.69,32.64237922
-79.68,32.64244549
-79.67,32.64249641
-79.66,32.6425628
-79.65,32.64261382
-79.64,32.64268031
-79.63,32.64273145
-79.62,32.64279805
-79.61,32.64284929
-79.6,32.64291599
-79.59,32.64296734
-79.58,32.64303415
-79.57,32.64308561
-79.56,32.64315253
-79.55,32.64320409
-79.54,32.64327112
-79.53,32.64332279
-79.52,32.64338993
-79.51,32.64344171
-79.5,32.64350895
-79.49,32.64356084
-79.48,32.64362819
-79.47,32.64368019
-79.46,32.64374765
-79.45,32.64379975
-79.44,32.64386732
-79.43,32.64391953
-79.42,32.6439872
-79.41,32.64403952
-79.4,32.6441073
-79.39,32.64415973
-79.38,32.64422762
-79.37,32.64428015
-79.36,32.64434815
-79.35,32.6444008
-79.34,32.6444689
-79.33,32.64452166
-79.32,32.64458987
-79.31,32.64464273
-79.3,32.64469564
-79.29,32.64476402
-79.28,32.64481704
-79.27,32.64488553
-79.26,32.64493866
-79.25,32.64500725
-79.24,32.64506049
-79.23,32.6451292
-79.22,32.64518254
-79.21,32.64525135
-79.2,32.64530481
-79.19,32.64537373
-79.18,32.64542729
-79.17,32.64549632
-79.16,32.64554999
-79.15,32.64561913
-79.14,32.64567291
-79.13,32.64574216
-79.12,32.64579605
-79.11,32.6458654
-79.1,32.6459194
-79.09,32.64598887
-79.08,32.64604297
-79.07,32.64611255
-79.06,32.64616676
-79.05,32.64623645
-79.04,32.64629077
-79.03,32.64636056
-79.02,32.646415
-79.01,32.6464849
-79,32.64653944
-78.99,32.64660945
-78.98,32.6466641
-78.97,32.64673422
-78.96,32.64678898
-78.95,32.64685921
-78.94,32.64691408
-78.93,32.64698442
-78.92,32.6470394
-78.91,32.64710984
-78.9,32.64716493
-78.89,32.64723549
-78.88,32.64729069
-78.87,32.64736135
-78.86,32.64741666
-78.85,32.64748744
-78.84,32.64754285
-78.83,32.64761374
-78.82,32.64766927
-78.81,32.64774026
-78.8,32.6477959
-78.79,32.647867
-78.78,32.64792275
-78.77,32.64799396
-78.76,32.64804982
-78.75,32.64812114
-78.74,32.64817711
-78.73,32.64824854
-78.72,32.64830462
-78.71,32.64837616
-78.7,32.64843234
-78.69,32.648504
-78.68,32.64856029
-78.67,32.64861664
-78.66,32.64868846
-78.65,32.64874492
-78.64,32.64881685
-78.63,32.64887342
-78.62,32.64894546
-78.61,32.64900214
-78.6,32.64907429
-78.59,32.64913108
-78.58,32.64920334
-78.57,32.64926024
-78.56,32.64933261
-78.55,32.64938962
-78.54,32.6494621
-78.53,32.64951923
-78.52,32.64959182
-78.51,32.64964905
-78.5,32.64972175
-78.49,32.64977909
-78.48,32.64985191
-78.47,32.64990936
-78.46,32.64998228
-78.45,32.65003985
-78.44,32.65011288
-78.43,32.65017055
-78.42,32.6502437
-78.41,32.65030148
-78.4,32.65037474
-78.39,32.65043264
-78.38,32.650506
-78.37,32.65056401
-78.36,32.65063749
-78.35,32.6506956
-78.34,32.65076919
-78.33,32.65082742
-78.32,32.65090112
-78.31,32.65095946
-78.3,32.65103327
-78.29,32.65109172
-78.28,32.65116564
-78.27,32.6512242
-78.26,32.65129824
-78.25,32.65135691
-78.24,32.65143105
-78.23,32.65148984
-78.22,32.65156409
-78.21,32.65162299
-78.2,32.65169736
-78.19,32.65175637
-78.18,32.65183084
-78.17,32.65188996
-78.16,32.65196455
-78.15,32.65202378
-78.14,32.65209848
-78.13,32.65215783
-78.12,32.65223264
-78.11,32.65229209
-78.1,32.65236702
-78.09,32.65242658
-78.08,32.65250162
-78.07,32.6525613
-78.06,32.65263645
-78.05,32.65269624
-78.04,32.65275608
-78.03,32.6528314
-78.02,32.65289135
-78.01,32.65296678
-78,32.65302685
-77.99,32.65310239
-77.98,32.65316257
-77.97,32.65323823
-77.96,32.65329852
-77.95,32.65337428
-77.94,32.65343469
-77.93,32.65351057
-77.92,32.65357108
-77.91,32.65364707
-77.9,32.6537077
-77.89,32.65378381
-77.88,32.65384455
-77.87,32.65392076
-77.86,32.65398162
-77.85,32.65405794
-77.84,32.65411891
-77.83,32.65419535
-77.82,32.65425643
-77.81,32.65433298
-77.8,32.65439417
-77.79,32.65447084
-77.78,32.65453214
-77.77,32.65460892
-77.76,32.65467034
-77.75,32.65474723
-77.74,32.65480876
-77.73,32.65488576
-77.72,32.65494741
-77.71,32.65502452
-77.7,32.65508628
-77.69,32.65516351
-77.68,32.65522538
-77.67,32.65530272
-77.66,32.6553647
-77.65,32.65544216
-77.64,32.65550425
-77.63,32.65558182
-77.62,32.65564403
-77.61,32.65572171
-77.6,32.65578403
-77.59,32.65586183
-77.58,32.65592426
-77.57,32.65600217
-77.56,32.65606472
-77.55,32.65614274
-77.54,32.65620541
-77.53,32.65628354
-77.52,32.65634632
-77.51,32.65642457
-77.5,32.65648746
-77.49,32.65656582
-77.48,32.65662882
-77.47,32.6567073
-77.46,32.65677041
-77.45,32.65684901
-77.44,32.65691224
-77.43,32.65697552
-77.42,32.65705428
-77.41,32.65711768
-77.4,32.65719656
-77.39,32.65726007
-77.38,32.65733906
-77.37,32.65740269
-77.36,32.6574818
-77.35,32.65754554
-77.34,32.65762476
-77.33,32.65768861
-77.32,32.65776795
-77.31,32.65783192
-77.3,32.65791136
-77.29,32.65797545
-77.28,32.65805501
