theta,flutter speed
-41.64,33.51754565
-41.63,33.51808051
-41.62,33.51859984
-41.61,33.51913532
-41.6,33.51965527
-41.59,33.52019136
-41.58,33.52072777
-41.57,33.52124864
-41.56,33.52178567
-41.55,33.52230717
-41.54,33.52284481
-41.53,33.52336693
-41.52,33.52390519
-41.51,33.52442793
-41.5,33.52496682
-41.49,33.52550602
-41.48,33.52602968
-41.47,33.5265695
-41.46,33.52709379
-41.45,33.52763424
-41.44,33.52815915
-41.43,33.52870021
-41.42,33.52922574
-41.41,33.52976743
-41.4,33.53029359
-41.39,33.5308359
-41.38,33.53136267
-41.37,33.53190561
-41.36,33.53243301
-41.35,33.53297657
-41.34,33.53350459
-41.33,33.53404877
-41.32,33.53457742
-41.31,33.53510638
-41.3,33.5356515
-41.29,33.53618109
-41.28,33.53672683
-41.27,33.53725704
-41.26,33.53780341
-41.25,33.53833425
-41.24,33.53888124
-41.23,33.5394127
-41.22,33.53996032
-41.21,33.54049241
-41.2,33.54102481
-41.19,33.54157337
-41.18,33.5421064
-41.17,33.54265559
-41.16,33.54318924
-41.15,33.54373906
-41.14,33.54427334
-41.13,33.54480793
-41.12,33.54535869
-41.11,33.54589391
-41.1,33.5464453
-41.09,33.54698115
-41.08,33.54751731
-41.07,33.54806964
-41.06,33.54860643
-41.05,33.54915939
-41.04,33.54969681
-41.03,33.55023455
-41.02,33.55078845
-41.01,33.55132682
-41,33.5518655
-40.99,33.55242034
-40.98,33.55295965
-40.97,33.55349928
-40.96,33.55405507
-40.95,33.55459533
-40.94,33.55515176
-40.93,33.55569264
-40.92,33.55623384
-40.91,33.55679122
-40.9,33.55733305
-40.89,33.5578752
-40.88,33.55843352
-40.87,33.5589763
-40.86,33.55951939
-40.85,33.56006281
-40.84,33.56062239
-40.83,33.56116644
-40.82,33.5617108
-40.81,33.56227133
-40.8,33.56281633
-40.79,33.56336164
-40.78,33.56392313
-40.77,33.56446907
-40.76,33.56501533
-40.75,33.56556191
-40.74,33.56612466
-40.73,33.56667187
-40.72,33.5672194
-40.71,33.56778311
-40.7,33.56833127
-40.69,33.56887975
-40.68,33.56942855
-40.67,33.56999353
-40.66,33.57054296
-40.65,33.57109271
-40.64,33.57164278
-40.63,33.57220903
-40.62,33.57275973
-40.61,33.57331075
-40.6,33.57386209
-40.59,33.57442961
-40.58,33.57498159
-40.57,33.57553388
-40.56,33.5760865
-40.55,33.57663943
-40.54,33.57720854
-40.53,33.57776211
-40.52,33.578316
-40.51,33.5788702
-40.5,33.57942472
-40.49,33.57999544
-40.48,33.5805506
-40.47,33.58110608
-40.46,33.58166188
-40.45,33.582218
-40.44,33.5827903
-40.43,33.58334706
-40.42,33.58390414
-40.41,33.58446153
-40.4,33.58501925
-40.39,33.58559315
-40.38,33.58615151
-40.37,33.58671018
-40.36,33.58726917
-40.35,33.58782849
-40.34,33.58838812
-40.33,33.58894807
-40.32,33.58952422
-40.31,33.59008481
-40.3,33.59064573
-40.29,33.59120696
-40.28,33.59176852
-40.27,33.59233039
-40.26,33.59289259
-40.25,33.59347098
-40.24,33.59403381
-40.23,33.59459697
-40.22,33.59516045
-40.21,33.59572424
-40.2,33.59628836
-40.19,33.5968528
-40.18,33.59741756
-40.17,33.59798264
-40.16,33.59854805
-40.15,33.59912965
-40.14,33.59969569
-40.13,33.60026206
-40.12,33.60082875
-40.11,33.60139575
-40.1,33.60196308
-40.09,33.60253074
-40.08,33.60309871
-40.07,33.603667
-40.06,33.60423562
-40.05,33.60480456
-40.04,33.60537382
-40.03,33.6059434
-40.02,33.6065133
-40.01,33.60709941
-40,33.60766996
-39.99,33.60824083
-39.98,33.60881202
-39.97,33.60938353
-39.96,33.60995537
-39.95,33.61052753
-39.94,33.61110001
-39.93,33.61167281
-39.92,33.61224594
-39.91,33.61281939
-39.9,33.61339316
-39.89,33.61396725
-39.88,33.61454167
-39.87,33.61511641
-39.86,33.61569147
-39.85,33.61626685
-39.84,33.61684256
-39.83,33.61741859
-39.82,33.61799494
-39.81,33.61857162
-39.8,33.61914862
-39.79,33.61972594
-39.78,33.62030359
-39.77,33.62088156
-39.76,33.62145985
-39.75,33.62203846
-39.74,33.6226174
-39.73,33.62319667
-39.72,33.62377625
-39.71,33.62435616
-39.7,33.6249205
-39.69,33.62550106
-39.68,33.62608194
-39.67,33.62666314
-39.66,33.62724467
-39.65,33.62782652
-39.64,33.6284087
-39.63,33.6289912
-39.62,33.62957402
-39.61,33.63015717
-39.6,33.63074064
-39.59,33.63132444
-39.58,33.63190856
-39.57,33.632493
-39.56,33.63307777
-39.55,33.63364696
-39.54,33.63423238
-39.53,33.63481812
-39.52,33.63540419
-39.51,33.63599058
-39.5,33.63657729
-39.49,33.63716433
-39.48,33.63775169
-39.47,33.63833938
-39.46,33.63892739
-39.45,33.63949983
-39.44,33.64008849
-39.43,33.64067748
-39.42,33.64126679
-39.41,33.64185643
-39.4,33.64244639
-39.39,33.64303667
-39.38,33.64362728
-39.37,33.64420232
-39.36,33.64479358
-39.35,33.64538516
-39.34,33.64597708
-39.33,33.64656931
-39.32,33.64716187
-39.31,33.64773885
-39.3,33.64833207
-39.29,33.6489256
-39.28,33.64951946
-39.27,33.65011365
-39.26,33.65070816
-39.25,33.651303
-39.24,33.65188226
-39.23,33.65247775
-39.22,33.65307356
-39.21,33.6536697
-39.2,33.65426616
-39.19,33.65484705
-39.18,33.65544416
-39.17,33.6560416
-39.16,33.65663937
-39.15,33.65723746
-39.14,33.65781997
-39.13,33.65841872
-39.12,33.65901779
-39.11,33.65961718
-39.1,33.6602169
-39.09,33.66080104
-39.08,33.66140141
-39.07,33.66200211
-39.06,33.66260314
-39.05,33.66320449
-39.04,33.66379025
-39.03,33.66439225
-39.02,33.66499458
-39.01,33.66559723
-39,33.6661843
-38.99,33.66678761
-38.98,33.66739124
-38.97,33.66799519
-38.96,33.66858356
-38.95,33.66918817
-38.94,33.66979311
-38.93,33.67039837
-38.92,33.67098804
-38.91,33.67159396
-38.9,33.6722002
-38.89,33.67280677
-38.88,33.67339774
-38.87,33.67400496
-38.86,33.67461251
-38.85,33.67522038
-38.84,33.67581266
-38.83,33.67642118
-38.82,33.67703003
-38.81,33.67762329
-38.8,33.67823279
-38.79,33.67884262
-38.78,33.67945277
-38.77,33.68004733
-38.76,33.68065814
-38.75,33.68126928
-38.74,33.68186481
-38.73,33.6824766
-38.72,33.68308871
-38.71,33.68370115
-38.7,33.684298
-38.69,33.68491109
-38.68,33.68552451
-38.67,33.68612233
-38.66,33.6867364
-38.65,33.6873508
-38.64,33.68794959
-38.63,33.68856464
-38.62,33.68918002
-38.61,33.6897798
-38.6,33.69039583
-38.59,33.69101218
-38.58,33.69161294
-38.57,33.69222995
-38.56,33.69284728
-38.55,33.69344902
-38.54,33.694067
-38.53,33.69468532
-38.52,33.69528803
-38.51,33.695907
-38.5,33.69652629
-38.49,33.69712998
-38.48,33.69774992
-38.47,33.6983702
-38.46,33.69897486
-38.45,33.69959579
-38.44,33.70021704
-38.43,33.70082269
-38.42,33.70144459
-38.41,33.70206682
-38.4,33.70267345
-38.39,33.70329633
-38.38,33.70391954
-38.37,33.70452714
-38.36,33.705151
-38.35,33.70575925
-38.34,33.70638377
-38.33,33.70700861
-38.32,33.70761784
-38.31,33.70824333
-38.3,33.70886915
-38.29,33.70947936
-38.28,33.71010583
-38.27,33.71071669
-38.26,33.71134381
-38.25,33.71197126
-38.24,33.7125831
-38.23,33.7132112
-38.22,33.71382369
-38.21,33.71445245
-38.2,33.71508153
-38.19,33.71569499
-38.18,33.71632472
-38.17,33.71695478
-38.16,33.71756923
-38.15,33.71819993
-38.14,33.71881503
-38.13,33.71944639
-38.12,33.72007808
-38.11,33.72069415
-38.1,33.72132649
-38.09,33.72194321
-38.08,33.7225762
-38.07,33.72319357
-38.06,33.72382721
-38.05,33.72446118
-38.04,33.72507953
-38.03,33.72571415
-38.02,33.72633314
-38.01,33.72696841
-38,33.72760401
-37.99,33.72822398
-37.98,33.72886023
-37.97,33.72948085
-37.96,33.73011775
-37.95,33.73073902
-37.94,33.73137657
-37.93,33.73201444
-37.92,33.73263669
-37.91,33.73327522
-37.9,33.73389811
-37.89,33.73453729
-37.88,33.73517679
-37.87,33.73580066
-37.86,33.73644081
-37.85,33.73706533
-37.84,33.73770613
-37.83,33.7383313
-37.82,33.73897275
-37.81,33.73959857
-37.8,33.74024066
-37.79,33.74088309
-37.78,33.74150988
-37.77,33.74215295
-37.76,33.74278039
-37.75,33.74342411
-37.74,33.7440522
-37.73,33.74469657
-37.72,33.74534127
-37.71,33.74597033
-37.7,33.74661567
-37.69,33.74724538
-37.68,33.74789137
-37.67,33.74852173
-37.66,33.74916837
-37.65,33.74979937
-37.64,33.75044666
-37.63,33.75109427
-37.62,33.75172625
-37.61,33.75237451
-37.6,33.75300713
-37.59,33.75365604
-37.58,33.7542893
-37.57,33.75493886
-37.56,33.75557277
-37.55,33.75622297
-37.54,33.7568735
-37.53,33.75750838
-37.52,33.75815955
-37.51,33.75879508
-37.5,33.7594469
-37.49,33.76008308
-37.48,33.76073554
-37.47,33.76137236
-37.46,33.76202547
-37.45,33.7626789
-37.44,33.76331669
-37.43,33.76397077
-37.42,33.7646092
-37.41,33.76526392
-37.4,33.765903
-37.39,33.76655837
-37.38,33.76719809
-37.37,33.7678541
-37.36,33.76851044
-37.35,33.76915112
-37.34,33.7698081
-37.33,33.77044943
-37.32,33.77110705
-37.31,33.77174903
-37.3,33.77240729
-37.29,33.77304991
-37.28,33.77370882
-37.27,33.77436805
-37.26,33.77501163
-37.25,33.7756715
-37.24,33.77631573
-37.23,33.77697624
-37.22,33.77762111
-37.21,33.77828227
-37.2,33.77894374
-37.19,33.77958957
-37.18,33.78025169
-37.17,33.78089816
-37.16,33.78156092
-37.15,33.78220803
-37.14,33.78287143
-37.13,33.78353515
-37.12,33.78418322
-37.11,33.78484758
-37.1,33.78549629
-37.09,33.78616129
-37.08,33.78681064
-37.07,33.78747628
-37.06,33.78814225
-37.05,33.78879255
-37.04,33.78945915
-37.03,33.7901101
-37.02,33.79077734
-37.01,33.7914449
-37,33.7920968
-36.99,33.792765
-36.98,33.79341753
-36.97,33.79408637
-36.96,33.79475552
-36.95,33.79540901
-36.94,33.79607881
-36.93,33.79673294
-36.92,33.79740336
-36.91,33.79807411
-36.9,33.79872919
-36.89,33.79940058
-36.88,33.80005629
-36.87,33.80072831
-36.86,33.80140065
-36.85,33.80205732
-36.84,33.80273029
-36.83,33.80340358
-36.82,33.8040612
-36.81,33.80473512
-36.8,33.80539337
-36.79,33.80606793
-36.78,33.80674281
-36.77,33.80740201
-36.76,33.80807752
-36.75,33.80875334
-36.74,33.80941349
-36.73,33.81008995
-36.72,33.81076672
-36.71,33.81142782
-36.7,33.81210522
-36.69,33.81278294
-36.68,33.81344498
-36.67,33.81412334
-36.66,33.814802
-36.65,33.81546499
-36.64,33.81614429
-36.63,33.8168239
-36.62,33.81748783
-36.61,33.81816807
-36.6,33.81884863
-36.59,33.8195135
-36.58,33.82019469
-36.57,33.82087619
-36.56,33.821542
-36.55,33.82222413
-36.54,33.82290657
-36.53,33.82358932
-36.52,33.82425639
-36.51,33.82493977
-36.5,33.82562347
-36.49,33.82629148
-36.48,33.8269758
-36.47,33.82766043
-36.46,33.82834537
-36.45,33.82901463
-36.44,33.8297002
-36.43,33.83038609
-36.42,33.83107228
-36.41,33.83174279
-36.4,33.8324296
-36.39,33.83311673
-36.38,33.83380417
-36.37,33.83447593
-36.36,33.83516399
-36.35,33.83585236
-36.34,33.83654105
-36.33,33.83723005
-36.32,33.83790335
-36.31,33.83859297
-36.3,33.83928289
-36.29,33.83997313
-36.28,33.84066368
-36.27,33.84135454
-36.26,33.8420297
-36.25,33.84272117
-36.24,33.84341296
-36.23,33.84410506
-36.22,33.84479746
-36.21,33.84549017
-36.2,33.84616719
-36.19,33.84686052
-36.18,33.84755415
-36.17,33.8482481
-36.16,33.84894235
-36.15,33.84963692
-36.14,33.85033179
-36.13,33.85102696
-36.12,33.85172245
-36.11,33.85240223
-36.1,33.85309833
-36.09,33.85379473
-36.08,33.85449145
-36.07,33.85518846
-36.06,33.85588579
-36.05,33.85658342
-36.04,33.85728136
-36.03,33.8579796
-36.02,33.85867815
-36.01,33.859377
-36,33.86007616
-35.99,33.86077562
-35.98,33.86147539
-35.97,33.86217546
-35.96,33.86287584
-35.95,33.86357652
-35.94,33.8642775
-35.93,33.86497879
-35.92,33.86568039
-35.91,33.86638228
-35.9,33.86708448
-35.89,33.86778698
-35.88,33.86848979
-35.87,33.8691929
-35.86,33.86989631
-35.85,33.87061604
-35.84,33.87132005
-35.83,33.87202437
-35.82,33.87272899
-35.81,33.87343391
-35.8,33.87413913
-35.79,33.87484465
-35.78,33.87555047
-35.77,33.87627262
-35.76,33.87697904
-35.75,33.87768577
-35.74,33.87839279
-35.73,33.87910012
-35.72,33.87982376
-35.71,33.88053169
-35.7,33.88123991
-35.69,33.88194843
-35.68,33.88265725
-35.67,33.88338239
-35.66,33.88409181
-35.65,33.88480153
-35.64,33.88552757
-35.63,33.88623788
-35.62,33.88694848
-35.61,33.88765939
-35.6,33.88838662
-35.59,33.88909812
-35.58,33.88980991
-35.57,33.89053803
-35.56,33.89125042
-35.55,33.8919631
-35.54,33.89269211
-35.53,33.89340539
-35.52,33.89413499
-35.51,33.89484885
-35.5,33.89557904
-35.49,33.89629349
-35.48,33.89700824
-35.47,33.89773932
-35.46,33.89845465
-35.45,33.89918631
-35.44,33.89990223
-35.43,33.90063448
-35.42,33.90135099
-35.41,33.90208383
-35.4,33.90280092
-35.39,33.90353434
-35.38,33.90426805
-35.37,33.90498602
-35.36,33.90572032
-35.35,33.90643886
-35.34,33.90717374
-35.33,33.90790891
-35.32,33.90862833
-35.31,33.90936408
-35.3,33.91010012
-35.29,33.91082041
-35.28,33.91155703
-35.27,33.91229394
-35.26,33.9130151
-35.25,33.91375259
-35.24,33.91449036
-35.23,33.91522842
-35.22,33.91595073
-35.21,33.91668937
-35.2,33.9174283
-35.19,33.91816751
-35.18,33.91890701
-35.17,33.91963076
-35.16,33.92037083
-35.15,33.92111119
-35.14,33.92185183
-35.13,33.92259277
-35.12,33.92333398
-35.11,33.92407548
-35.1,33.92481727
-35.09,33.92555934
-35.08,33.92630169
-35.07,33.92704433
-35.06,33.92778725
-35.05,33.92853046
-35.04,33.92927395
-35.03,33.93001772
-35.02,33.93076177
-35.01,33.93150611
-35,33.93225072
-34.99,33.93301167
-34.98,33.93375685
-34.97,33.93450231
-34.96,33.93524806
-34.95,33.93599408
-34.94,33.93674038
-34.93,33.93750301
-34.92,33.93824988
-34.91,33.93899702
-34.9,33.93976049
-34.89,33.94050819
-34.88,33.94125616
-34.87,33.94202047
-34.86,33.942769
-34.85,33.94351781
-34.84,33.94428295
-34.83,33.94503232
-34.82,33.94579801
-34.81,33.94654793
-34.8,33.94731417
-34.79,33.94806464
-34.78,33.94883144
-34.77,33.94958245
-34.76,33.9503498
-34.75,33.95110137
-34.74,33.95186927
-34.73,33.95263744
-34.72,33.95338982
-34.71,33.95415854
-34.7,33.95492753
-34.69,33.9556968
-34.68,33.95645027
-34.67,33.95722008
-34.66,33.95799016
-34.65,33.95876051
-34.64,33.95953113
-34.63,33.96028596
-34.62,33.96105712
-34.61,33.96182855
-34.6,33.96260026
-34.59,33.96337223
-34.58,33.96414447
-34.57,33.96491697
-34.56,33.96568975
-34.55,33.96646279
-34.54,33.96723611
-34.53,33.96800968
-34.52,33.96878353
-34.51,33.96957371
-34.5,33.97034809
-34.49,33.97112273
-34.48,33.97189764
-34.47,33.97267281
-34.46,33.97346432
-34.45,33.97424002
-34.44,33.97501599
-34.43,33.97580829
-34.42,33.97658478
-34.41,33.97737761
-34.4,33.97815463
-34.39,33.97894798
-34.38,33.97972552
-34.37,33.9805194
-34.36,33.98129746
-34.35,33.98209186
-34.34,33.98287045
-34.33,33.98366537
-34.32,33.98446055
-34.31,33.98523991
-34.3,33.9860356
-34.29,33.98683156
-34.28,33.98762778
-34.27,33.98842425
-34.26,33.9892049
-34.25,33.99000189
-34.24,33.99079913
-34.23,33.99159663
-34.22,33.99239438
-34.21,33.9931924
-34.2,33.99399066
-34.19,33.99478918
-34.18,33.99558796
-34.17,33.99640307
-34.16,33.99720235
-34.15,33.99800189
-34.14,33.99880167
-34.13,33.99960171
-34.12,34.00041809
-34.11,34.00121864
-34.1,34.00201943
-34.09,34.00283656
-34.08,34.00363786
-34.07,34.00445549
-34.06,34.00525728
-34.05,34.00607541
-34.04,34.0068777
-34.03,34.00769633
-34.02,34.00851521
-34.01,34.00931824
-34,34.01013761
-33.99,34.01095723
-33.98,34.0117771
-33.97,34.01259721
-33.96,34.01341756
-33.95,34.01422207
-33.94,34.01504292
-33.93,34.01586401
-33.92,34.01670143
-33.91,34.01752301
-33.9,34.01834483
-33.89,34.01916689
-33.88,34.0199892
-33.87,34.02081174
-33.86,34.02165062
-33.85,34.02247365
-33.84,34.02329692
-33.83,34.02413652
-33.82,34.02496027
-33.81,34.02580035
-33.8,34.02662457
-33.79,34.02746513
-33.78,34.02830593
-33.77,34.02913087
-33.76,34.02997214
-33.75,34.03081365
-33.74,34.03163929
-33.73,34.03248127
-33.72,34.03332348
-33.71,34.03416593
-33.7,34.03500862
-33.69,34.03585153
-33.68,34.03669468
-33.67,34.03753807
-33.66,34.03839778
-33.65,34.03924163
-33.64,34.04008571
-33.63,34.04093002
-33.62,34.04179066
-33.61,34.04263543
-33.6,34.04349654
-33.59,34.04434176
-33.58,34.04520333
-33.57,34.04604901
-33.56,34.04691103
-33.55,34.04777327
-33.54,34.04863575
-33.53,34.04948234
-33.52,34.05034526
-33.51,34.05120841
-33.5,34.05207178
-33.49,34.05293538
-33.48,34.05379921
-33.47,34.05466325
-33.46,34.05554363
-33.45,34.05640812
-33.44,34.05727283
-33.43,34.05815388
-33.42,34.05901904
-33.41,34.05988441
-33.4,34.06076612
-33.39,34.06164805
-33.38,34.06251408
-33.37,34.06339644
-33.36,34.06427903
-33.35,34.06514571
-33.34,34.06602873
-33.33,34.06691196
-33.32,34.06779541
-33.31,34.06867908
-33.3,34.06956296
-33.29,34.07046317
-33.28,34.07134748
-33.27,34.072232
-33.26,34.07311673
-33.25,34.0740178
-33.24,34.07490295
-33.23,34.07580444
-33.22,34.07669002
-33.21,34.07759193
-33.2,34.07849405
-33.19,34.07939638
-33.18,34.0802828
-33.17,34.08118554
-33.16,34.08208849
-33.15,34.08299165
-33.14,34.08391114
-33.13,34.08481472
-33.12,34.08571849
-33.11,34.08662248
-33.1,34.08754279
-33.09,34.08844718
-33.08,34.0893679
-33.07,34.0902727
-33.06,34.09119382
-33.05,34.09211515
-33.04,34.09302055
-33.03,34.09394228
-33.02,34.0948642
-33.01,34.09578633
-33,34.09670866
-32.99,34.09763118
-32.98,34.09857003
-32.97,34.09949295
-32.96,34.10041607
-32.95,34.10135551
-32.94,34.10227902
-32.93,34.10321885
-32.92,34.10415888
-32.91,34.10508297
-32.9,34.10602338
-32.89,34.10696399
-32.88,34.10790479
-32.87,34.10884578
-32.86,34.10978697
-32.85,34.11072834
-32.84,34.11168604
-32.83,34.11262779
-32.82,34.11356973
-32.81,34.11452799
-32.8,34.1154703
-32.79,34.11642894
-32.78,34.11738777
-32.77,34.11834678
-32.76,34.11930597
-32.75,34.12024921
-32.74,34.12122492
-32.73,34.12218466
-32.72,34.12314459
-32.71,34.1241047
-32.7,34.12508114
-32.69,34.12604161
-32.68,34.1270184
-32.67,34.12797924
-32.66,34.12895639
-32.65,34.12993372
-32.64,34.13091123
-32.63,34.13188892
-32.62,34.13286678
-32.61,34.13384482
-32.6,34.13482304
-32.59,34.13580143
-32.58,34.13679613
-32.57,34.13777487
-32.56,34.13876992
-32.55,34.139749
-32.54,34.1407444
-32.53,34.14173997
-32.52,34.14273571
-32.51,34.14373162
-32.5,34.1447277
-32.49,34.14572395
-32.48,34.14672036
-32.47,34.14771694
-32.46,34.14872984
-32.45,34.14972675
-32.44,34.15073998
-32.43,34.15175337
-32.42,34.15275077
-32.41,34.15376449
-32.4,34.15477837
-32.39,34.15579242
-32.38,34.15680662
-32.37,34.15783714
-32.36,34.15885166
-32.35,34.15986635
-32.34,34.16089734
-32.33,34.16191234
-32.32,34.16294365
-32.31,34.16397512
-32.3,34.16500674
-32.29,34.16603852
-32.28,34.16707046
-32.27,34.16810254
-32.26,34.16913478
-32.25,34.17016717
-32.24,34.17119971
-32.23,34.17224856
-32.22,34.17328141
-32.21,34.17433056
-32.2,34.17537986
-32.19,34.17642931
-32.18,34.17746274
-32.17,34.17851248
-32.16,34.17957854
-32.15,34.18062857
-32.14,34.18167875
-32.13,34.18272907
-32.12,34.18379569
-32.11,34.1848463
-32.1,34.18591321
-32.09,34.1869641
-32.08,34.18803129
-32.07,34.18909862
-32.06,34.19016609
-32.05,34.1912337
-32.04,34.19230145
-32.03,34.19336933
-32.02,34.19443734
-32.01,34.19552166
-32,34.19658995
-31.99,34.19767453
-31.98,34.19874308
-31.97,34.19982794
-31.96,34.20091292
-31.95,34.20199803
-31.94,34.2030671
-31.93,34.20415247
-31.92,34.20523797
-31.91,34.20633977
-31.9,34.20742552
-31.89,34.2085114
-31.88,34.2095974
-31.87,34.2106997
-31.86,34.21178594
-31.85,34.21288849
-31.84,34.21397498
-31.83,34.21507777
-31.82,34.21618067
-31.81,34.2172837
-31.8,34.21838684
-31.79,34.21949011
-31.78,34.22059348
-31.77,34.22169698
-31.76,34.22280059
-31.75,34.22390431
-31.74,34.22500814
-31.73,34.22612827
-31.72,34.22723233
-31.71,34.2283365
-31.7,34.22945696
-31.69,34.23056135
-31.68,34.23168203
-31.67,34.23280281
-31.66,34.23390752
-31.65,34.23502852
-31.64,34.23614962
-31.63,34.23727083
-31.62,34.23837595
-31.61,34.23949736
-31.6,34.24061887
-31.59,34.24174048
-31.58,34.2428622
-31.57,34.24398401
-31.56,34.24510591
-31.55,34.24622792
-31.54,34.24735001
-31.53,34.24847221
-31.52,34.24961068
-31.51,34.25073306
-31.5,34.25185554
-31.49,34.2529781
-31.48,34.25410075
-31.47,34.25522349
-31.46,34.25636252
-31.45,34.25748543
-31.44,34.25860844
-31.43,34.25973152
-31.42,34.26087089
-31.41,34.26199415
-31.4,34.26311748
-31.39,34.2642409
-31.38,34.2653644
-31.37,34.26648798
-31.36,34.26762783
-31.35,34.26875157
-31.34,34.26987538
-31.33,34.27099927
-31.32,34.27212323
-31.31,34.27324726
-31.3,34.27437137
-31.29,34.27549555
-31.28,34.27661979
-31.27,34.27772791
-31.26,34.2788523
-31.25,34.27997675
-31.24,34.28110127
-31.23,34.28220965
-31.22,34.2833343
-31.21,34.28444281
-31.2,34.28556758
-31.19,34.28667622
-31.18,34.28778491
-31.17,34.28890986
-31.16,34.29001867
-31.15,34.29112753
-31.14,34.29223645
-31.13,34.29332922
-31.12,34.29443824
-31.11,34.29554732
-31.1,34.29664024
-31.09,34.29774942
-31.08,34.29884244
-31.07,34.29993551
-31.06,34.30102862
-31.05,34.30212178
-31.04,34.30321498
-31.03,34.30430822
-31.02,34.3053853
-31.01,34.30647863
-31,34.30755578
-30.99,34.30863298
-30.98,34.30971021
-30.97,34.31078747
-30.96,34.31186477
-30.95,34.31292589
-30.94,34.31400326
-30.93,34.31506444
-30.92,34.31612565
-30.91,34.31717068
-30.9,34.31823194
-30.89,34.31929324
-30.88,34.32033834
-30.87,34.32138346
-30.86,34.32242861
-30.85,34.32345756
-30.84,34.32450275
-30.83,34.32553173
-30.82,34.32656074
-30.81,34.32758976
-30.8,34.32860257
-30.79,34.32963162
-30.78,34.33064446
-30.77,34.33164108
-30.76,34.33265394
-30.75,34.33365059
-30.74,34.33466346
-30.73,34.33564389
-30.72,34.33664055
-30.71,34.33762098
-30.7,34.33860142
-30.69,34.33958186
-30.68,34.34056229
-30.67,34.3415265
-30.66,34.3424907
-30.65,34.3434549
-30.64,34.34440286
-30.63,34.34535081
-30.62,34.34629875
-30.61,34.34724669
-30.6,34.34817838
-30.59,34.34911005
-30.58,34.35002548
-30.57,34.35095712
-30.56,34.35187252
-30.55,34.35277166
-30.54,34.35368701
-30.53,34.35458611
-30.52,34.35546895
-30.51,34.356368
-30.5,34.35725078
-30.49,34.35813354
-30.48,34.35900004
-30.47,34.3598665
-30.46,34.36073293
-30.45,34.36158309
-30.44,34.36243321
-30.43,34.36328329
-30.42,34.3641171
-30.41,34.36495087
-30.4,34.36578459
-30.39,34.36660203
-30.38,34.36741943
-30.37,34.36822054
-30.36,34.36902161
-30.35,34.36982262
-30.34,34.37062358
-30.33,34.37140825
-30.32,34.37217662
-30.31,34.37296117
-30.3,34.37372943
-30.29,34.37448139
-30.28,34.37523328
-30.27,34.37598511
-30.26,34.37673688
-30.25,34.37747234
-30.24,34.37819149
-30.23,34.3789268
-30.22,34.37964581
-30.21,34.3803485
-30.2,34.38105111
-30.19,34.38175365
-30.18,34.38243987
-30.17,34.383126
-30.16,34.38381206
-30.15,34.38448179
-30.14,34.38515143
-30.13,34.38582098
-30.12,34.3864742
-30.11,34.38712733
-30.1,34.38776413
-30.09,34.38840083
-30.08,34.38902119
-30.07,34.3896577
-30.06,34.39027786
-30.05,34.39088167
-30.04,34.39148539
-30.03,34.392089
-30.02,34.39267625
-30.01,34.3932634
-30,34.39385044
-29.99,34.39442112
-29.98,34.39499169
-29.97,34.39554589
-29.96,34.39611624
-29.95,34.39665395
-29.94,34.39720781
-29.93,34.39774529
-29.92,34.39828265
-29.91,34.39880363
-29.9,34.39932449
-29.89,34.39984522
-29.88,34.40034957
-29.87,34.40085379
-29.86,34.40135787
-29.85,34.40184557
-29.84,34.40233313
-29.83,34.40282055
-29.82,34.40329158
-29.81,34.40376247
-29.8,34.40423322
-29.79,34.40468756
-29.78,34.40514176
-29.77,34.40559581
-29.76,34.40603346
-29.75,34.40647095
-29.74,34.40690829
-29.73,34.40732922
-29.72,34.40776625
-29.71,34.4081706
-29.7,34.40859106
-29.69,34.40899509
-29.68,34.40939896
-29.67,34.40980267
-29.66,34.41018994
-29.65,34.41057705
-29.64,34.41096399
-29.63,34.41135076
-29.62,34.41172109
-29.61,34.41209125
-29.6,34.41246123
-29.59,34.41283104
-29.58,34.4131844
-29.57,34.41353758
-29.56,34.41389057
-29.55,34.41422711
-29.54,34.41457974
-29.53,34.41491591
-29.52,34.41525189
-29.51,34.41557141
-29.5,34.415907
-29.49,34.41622614
-29.48,34.41654507
-29.47,34.41686381
-29.46,34.41716608
-29.45,34.41746814
-29.44,34.41777
-29.43,34.41807166
-29.42,34.41837311
-29.41,34.41867435
-29.4,34.41895911
-29.39,34.41924366
-29.38,34.419528
-29.37,34.41981212
-29.36,34.42009602
-29.35,34.42036343
-29.34,34.42063062
-29.33,34.42091387
-29.32,34.42118061
-29.31,34.42143085
-29.3,34.42169715
-29.29,34.42196321
-29.28,34.42221277
-29.27,34.42246209
-29.26,34.42271118
-29.25,34.42296004
-29.24,34.42320866
-29.23,34.42345704
-29.22,34.42370518
-29.21,34.42393679
-29.2,34.42416817
-29.19,34.42441558
-29.18,34.42464646
-29.17,34.42487709
-29.16,34.42510747
-29.15,34.4253376
-29.14,34.42555119
-29.13,34.42578081
-29.12,34.42599389
-29.11,34.42622299
-29.1,34.42643555
-29.09,34.42666413
-29.08,34.42687616
-29.07,34.42708792
-29.06,34.42729942
-29.05,34.42751065
-29.04,34.42772161
-29.03,34.42793229
-29.02,34.4281427
-29.01,34.42833655
-29,34.4285464
-28.99,34.42875598
-28.98,34.42894899
-28.97,34.429158
-28.96,34.42935044
-28.95,34.42955888
-28.94,34.42975074
-28.93,34.42995861
-28.92,34.43014989
-28.91,34.43034088
-28.9,34.43054787
-28.89,34.43073826
